,Player,Pos,G,MP,Roster
6305,Jamaal Tinsley,PG,37,13.7,2012UTA
6306,Enes Freedom,C,66,13.2,2012UTA
6307,Blake Ahearn,PG,4,7.5,2012UTA
6308,Jeremy Evans,SF,29,7.5,2012UTA
6309,Team Totals,,66,244.9,2012UTA
6310,John Wall,PG,66,36.2,2012WAS
6311,Nick Young,SG,40,30.3,2012WAS
6312,Jordan Crawford,SG,64,27.4,2012WAS
6313,JaVale McGee,C,41,27.4,2012WAS
6314,Rashard Lewis,SF,28,26.0,2012WAS
6315,Nenê,C,11,25.8,2012WAS
6316,Trevor Booker,PF,50,25.2,2012WAS
6317,Andray Blatche,PF,26,24.1,2012WAS
6318,Cartier Martin,SF,17,23.0,2012WAS
6319,James Singleton,PF,12,21.8,2012WAS
6320,Chris Singleton,SF,66,21.7,2012WAS
6321,Kevin Séraphin,C,57,20.6,2012WAS
6322,Jan Veselý,PF,57,18.9,2012WAS
6323,Morris Almond,SG,4,16.8,2012WAS
6324,Ronny Turiaf,C,4,14.5,2012WAS
6325,Maurice Evans,SF,24,14.3,2012WAS
6326,Roger Mason,SG,52,13.4,2012WAS
6327,Edwin Ubiles,SF,4,13.0,2012WAS
6328,Shelvin Mack,PG,64,12.2,2012WAS
6329,Brian Cook,PF,16,9.7,2012WAS
6330,Hamady N'Diaye,C,3,1.0,2012WAS
6331,Team Totals,,66,240.4,2012WAS
6332,Monta Ellis,SG,21,36.0,2012MIL
6333,Brandon Jennings,PG,66,35.3,2012MIL
6334,Andrew Bogut,C,12,30.3,2012MIL
6335,Carlos Delfino,SF,54,28.5,2012MIL
6336,Ersan İlyasova,PF,60,27.6,2012MIL
6337,Stephen Jackson,SF,26,27.4,2012MIL
6338,Mike Dunleavy,SF,55,26.3,2012MIL
6339,Drew Gooden,C,56,26.2,2012MIL
6340,Luc Mbah a Moute,PF,43,23.5,2012MIL
6341,Ekpe Udoh,C,23,20.1,2012MIL
6342,Shaun Livingston,SG,58,18.8,2012MIL
6343,Beno Udrih,SG,59,18.3,2012MIL
6344,Larry Sanders,PF,52,12.4,2012MIL
6345,Jon Leuer,PF,46,12.1,2012MIL
6346,Tobias Harris,SF,42,11.4,2012MIL
6347,Darington Hobson,SG,5,7.8,2012MIL
6348,Jon Brockman,PF,35,6.8,2012MIL
6349,Team Totals,,66,240.4,2012MIL
6350,Rudy Gay,SF,65,37.3,2012MEM
6351,Marc Gasol,C,65,36.5,2012MEM
6352,Mike Conley,PG,62,35.1,2012MEM
6353,O.J. Mayo,SG,66,26.8,2012MEM
6354,Tony Allen,SG,58,26.3,2012MEM
6355,Zach Randolph,PF,28,26.3,2012MEM
6356,Marreese Speights,PF,60,22.4,2012MEM
6357,Dante Cunningham,PF,64,17.6,2012MEM
6358,Quincy Pondexter,SF,64,15.7,2012MEM
6359,Gilbert Arenas,PG,17,12.4,2012MEM
6360,Sam Young,SF,21,11.4,2012MEM
6361,Jeremy Pargo,PG,44,9.6,2012MEM
6362,Josh Davis,PF,15,8.7,2012MEM
6363,Josh Selby,PG,28,8.5,2012MEM
6364,Lester Hudson,PG,3,6.7,2012MEM
6365,Hamed Haddadi,C,35,5.9,2012MEM
6366,Brian Skinner,C,1,4.0,2012MEM
6367,Team Totals,,66,241.5,2012MEM
6368,Eric Gordon,SG,9,34.4,2012NOH
6369,Jarrett Jack,PG,45,34.0,2012NOH
6370,Trevor Ariza,SF,41,32.9,2012NOH
6371,Marco Belinelli,SG,66,29.8,2012NOH
6372,Chris Kaman,C,47,29.2,2012NOH
6373,Emeka Okafor,C,27,28.9,2012NOH
6374,Greivis Vásquez,PG,66,25.8,2012NOH
6375,Carl Landry,PF,41,24.4,2012NOH
6376,Jason Smith,PF,40,23.7,2012NOH
6377,Al-Farouq Aminu,SF,66,22.4,2012NOH
6378,Gustavo Ayón,PF,54,20.1,2012NOH
6379,Jerome Dyson,PG,9,20.0,2012NOH
6380,Darryl Watkins,C,5,19.6,2012NOH
6381,Solomon Jones,C,11,17.8,2012NOH
6382,Xavier Henry,SG,45,16.9,2012NOH
6383,Lance Thomas,PF,42,15.0,2012NOH
6384,DaJuan Summers,SF,15,13.9,2012NOH
6385,Donald Sloan,PG,3,13.7,2012NOH
6386,Chris Johnson,C,7,11.7,2012NOH
6387,Jeff Foote,C,4,9.8,2012NOH
6388,Carldell Johnson,PG,15,7.9,2012NOH
6389,Trey Johnson,SG,11,5.5,2012NOH
6390,Team Totals,,66,241.5,2012NOH
6391,Kevin Durant,SF,66,38.6,2012OKC
6392,Russell Westbrook,PG,66,35.3,2012OKC
6393,James Harden,SG,62,31.4,2012OKC
6394,Serge Ibaka,PF,66,27.2,2012OKC
6395,Kendrick Perkins,C,65,26.8,2012OKC
6396,Thabo Sefolosha,SG,42,21.8,2012OKC
6397,Nick Collison,PF,63,20.7,2012OKC
6398,Derek Fisher,PG,20,20.4,2012OKC
6399,Daequan Cook,SG,57,17.4,2012OKC
6400,Eric Maynor,PG,9,15.2,2012OKC
6401,Reggie Jackson,PG,45,11.1,2012OKC
6402,Nazr Mohammed,C,63,11.0,2012OKC
6403,Royal Ivey,SG,34,10.4,2012OKC
6404,Cole Aldrich,C,26,6.7,2012OKC
6405,Lazar Hayward,SF,26,5.4,2012OKC
6406,Ryan Reid,PF,5,3.4,2012OKC
6407,Team Totals,,66,242.3,2012OKC
6408,Gerald Henderson,SG,55,33.3,2012CHA
6409,D.J. Augustin,PG,48,29.3,2012CHA
6410,Boris Diaw,PF,37,27.5,2012CHA
6411,Corey Maggette,SF,32,27.5,2012CHA
6412,Kemba Walker,PG,66,27.2,2012CHA
6413,Bismack Biyombo,C,63,23.1,2012CHA
6414,Reggie Williams,SF,33,22.6,2012CHA
6415,Byron Mullens,C,65,22.5,2012CHA
6416,Derrick Brown,SF,65,22.2,2012CHA
6417,D.J. White,PF,58,18.9,2012CHA
6418,Tyrus Thomas,PF,54,18.8,2012CHA
6419,Jamario Moon,SF,8,15.4,2012CHA
6420,Eduardo Nájera,PF,22,12.3,2012CHA
6421,DeSagana Diop,C,27,12.0,2012CHA
6422,Matt Carroll,SG,53,11.2,2012CHA
6423,Cory Higgins,PG,38,11.1,2012CHA
6424,Team Totals,,66,240.8,2012CHA
6425,LeBron James,PF,76,37.9,2013MIA
6426,Dwyane Wade,SG,69,34.7,2013MIA
6427,Chris Bosh,C,74,33.2,2013MIA
6428,Mario Chalmers,PG,77,26.9,2013MIA
6429,Ray Allen,SG,79,25.8,2013MIA
6430,Shane Battier,SF,72,24.8,2013MIA
6431,Norris Cole,PG,80,19.9,2013MIA
6432,Udonis Haslem,PF,75,18.9,2013MIA
6433,Mike Miller,SF,59,15.3,2013MIA
6434,Chris Andersen,C,42,14.9,2013MIA
6435,Rashard Lewis,PF,55,14.4,2013MIA
6436,Joel Anthony,C,62,9.1,2013MIA
6437,Juwan Howard,PF,7,7.3,2013MIA
6438,James Jones,SF,38,5.8,2013MIA
6439,Josh Harrellson,C,6,5.2,2013MIA
6440,Jarvis Varnado,PF,8,5.0,2013MIA
6441,Terrel Harris,SG,7,4.1,2013MIA
6442,Dexter Pittman,C,4,3.0,2013MIA
6443,Team Totals,,82,242.4,2013MIA
6444,Luol Deng,SF,75,38.7,2013CHI
6445,Joakim Noah,C,66,36.8,2013CHI
6446,Carlos Boozer,PF,79,32.2,2013CHI
6447,Kirk Hinrich,PG,60,29.4,2013CHI
6448,Jimmy Butler,SF,82,26.0,2013CHI
6449,Marco Belinelli,SG,73,25.8,2013CHI
6450,Nate Robinson,PG,82,25.4,2013CHI
6451,Taj Gibson,PF,65,22.4,2013CHI
6452,Richard Hamilton,SG,50,21.8,2013CHI
6453,Nazr Mohammed,C,63,11.0,2013CHI
6454,Daequan Cook,SG,33,8.4,2013CHI
6455,Marquis Teague,PG,48,8.2,2013CHI
6456,Vladimir Radmanović,PF,25,5.8,2013CHI
6457,Malcolm Thomas,PF,7,5.1,2013CHI
6458,Lou Amundson,PF,1,2.0,2013CHI
6459,Team Totals,,82,241.8,2013CHI
6460,Jrue Holiday,PG,78,37.5,2013PHI
6461,Evan Turner,SF,82,35.3,2013PHI
6462,Thaddeus Young,PF,76,34.6,2013PHI
6463,Jason Richardson,SG,33,28.4,2013PHI
6464,Spencer Hawes,C,82,27.2,2013PHI
6465,Nick Young,SG,59,23.9,2013PHI
6466,Dorell Wright,SF,79,22.6,2013PHI
6467,Lavoy Allen,C,79,21.1,2013PHI
6468,Damien Wilkins,SG,61,18.0,2013PHI
6469,Justin Holiday,SG,9,15.8,2013PHI
6470,Jeremy Pargo,SG,14,14.9,2013PHI
6471,Royal Ivey,SG,53,13.2,2013PHI
6472,Charles Jenkins,PG,12,12.5,2013PHI
6473,Kwame Brown,C,22,12.2,2013PHI
6474,Arnett Moultrie,PF,47,11.5,2013PHI
6475,Maalik Wayns,PG,21,7.9,2013PHI
6476,Shelvin Mack,SG,4,1.8,2013PHI
6477,Team Totals,,82,240.9,2013PHI
6478,Stephen Curry,PG,78,38.2,2013GSW
6479,David Lee,PF,79,36.8,2013GSW
6480,Klay Thompson,SG,82,35.8,2013GSW
6481,Jarrett Jack,SG,79,29.7,2013GSW
6482,Harrison Barnes,SF,81,25.4,2013GSW
6483,Andrew Bogut,C,32,24.6,2013GSW
6484,Carl Landry,PF,81,23.2,2013GSW
6485,Festus Ezeli,C,78,14.4,2013GSW
6486,Draymond Green,SF,79,13.4,2013GSW
6487,Brandon Rush,SF,2,12.5,2013GSW
6488,Richard Jefferson,SF,56,10.1,2013GSW
6489,Andris Biedriņš,C,53,9.3,2013GSW
6490,Charles Jenkins,SG,47,6.2,2013GSW
6491,Kent Bazemore,SG,61,4.4,2013GSW
6492,Malcolm Thomas,PF,5,4.2,2013GSW
6493,Jeremy Tyler,C,20,3.2,2013GSW
6494,Team Totals,,82,241.5,2013GSW
6495,Rajon Rondo,PG,38,37.4,2013BOS
6496,Paul Pierce,SF,77,33.4,2013BOS
6497,Kevin Garnett,C,68,29.7,2013BOS
6498,Avery Bradley,PG,50,28.7,2013BOS
6499,Jeff Green,PF,81,27.8,2013BOS
6500,Brandon Bass,PF,81,27.6,2013BOS
6501,Jason Terry,SG,79,26.9,2013BOS
6502,Courtney Lee,SG,78,24.9,2013BOS
6503,Jordan Crawford,SG,27,21.6,2013BOS
6504,Jared Sullinger,PF,45,19.8,2013BOS
6505,Chris Wilcox,C,61,13.6,2013BOS
6506,Terrence Williams,SF,24,13.3,2013BOS
6507,Leandro Barbosa,PG,41,12.5,2013BOS
6508,Shavlik Randolph,PF,16,12.4,2013BOS
6509,Jason Collins,C,32,10.3,2013BOS
6510,D.J. White,PF,12,7.2,2013BOS
6511,Fab Melo,C,6,6.0,2013BOS
6512,Darko Miličić,C,1,5.0,2013BOS
6513,Kris Joseph,SF,6,4.0,2013BOS
6514,Jarvis Varnado,PF,5,3.6,2013BOS
6515,Team Totals,,81,244.9,2013BOS
6516,Paul George,SF,79,37.6,2013IND
6517,George Hill,PG,76,34.5,2013IND
6518,David West,PF,73,33.4,2013IND
6519,Lance Stephenson,SG,78,29.2,2013IND
6520,Roy Hibbert,C,79,28.7,2013IND
6521,Gerald Green,SF,60,18.0,2013IND
6522,Tyler Hansbrough,PF,81,16.9,2013IND
6523,Ian Mahinmi,C,80,16.5,2013IND
6524,D.J. Augustin,PG,76,16.1,2013IND
6525,Danny Granger,SF,5,14.8,2013IND
6526,Sam Young,SG,56,12.4,2013IND
6527,Orlando Johnson,SG,51,12.1,2013IND
6528,Jeff Ayres,PF,37,10.0,2013IND
6529,Ben Hansbrough,PG,28,7.1,2013IND
6530,Dominic McGuire,SF,2,6.0,2013IND
6531,Miles Plumlee,C,14,3.9,2013IND
6532,Team Totals,,81,241.9,2013IND
6533,Al Horford,C,74,37.2,2013ATL
6534,Josh Smith,PF,76,35.3,2013ATL
6535,Jeff Teague,PG,80,32.9,2013ATL
6536,Kyle Korver,SF,74,30.5,2013ATL
6537,Lou Williams,SG,39,28.7,2013ATL
6538,Devin Harris,SG,58,24.5,2013ATL
6539,Zaza Pachulia,C,52,21.8,2013ATL
6540,DeShawn Stevenson,SG,56,20.7,2013ATL
6541,Jannero Pargo,PG,7,16.1,2013ATL
6542,Anthony Tolliver,SF,62,15.5,2013ATL
6543,Ivan Johnson,PF,69,15.0,2013ATL
6544,John Jenkins,SG,61,14.8,2013ATL
6545,Dahntay Jones,SF,28,13.6,2013ATL
6546,Shelvin Mack,PG,20,13.4,2013ATL
6547,Anthony Morrow,SG,24,12.5,2013ATL
6548,Johan Petro,C,31,11.4,2013ATL
6549,Mike Scott,PF,40,9.4,2013ATL
6550,Jeremy Tyler,C,1,5.0,2013ATL
6551,Team Totals,,82,242.1,2013ATL
6552,Earl Barron,C,1,37.0,2013NYK
6553,Carmelo Anthony,PF,67,37.0,2013NYK
6554,Raymond Felton,PG,68,34.0,2013NYK
6555,J.R. Smith,SG,80,33.5,2013NYK
6556,Tyson Chandler,C,66,32.8,2013NYK
6557,Quentin Richardson,SF,1,29.0,2013NYK
6558,Jason Kidd,SG,76,26.9,2013NYK
6559,Kenyon Martin,C,18,23.9,2013NYK
6560,Amar'e Stoudemire,PF,29,23.5,2013NYK
6561,Iman Shumpert,SG,45,22.1,2013NYK
6562,Steve Novak,SF,81,20.3,2013NYK
6563,Pablo Prigioni,PG,78,16.2,2013NYK
6564,Ronnie Brewer,SF,46,15.5,2013NYK
6565,Chris Copeland,PF,56,15.4,2013NYK
6566,Rasheed Wallace,C,21,14.1,2013NYK
6567,Solomon Jones,PF,2,13.0,2013NYK
6568,Marcus Camby,PF,24,10.4,2013NYK
6569,Kurt Thomas,PF,39,10.1,2013NYK
6570,James White,SF,57,7.6,2013NYK
6571,Team Totals,,82,240.6,2013NYK
6572,DeMar DeRozan,SG,82,36.7,2013TOR
6573,Rudy Gay,SF,33,34.7,2013TOR
6574,Kyle Lowry,PG,68,29.7,2013TOR
6575,Andrea Bargnani,PF,35,28.7,2013TOR
6576,Amir Johnson,PF,81,28.7,2013TOR
6577,José Calderón,PG,45,28.3,2013TOR
6578,Ed Davis,C,45,24.2,2013TOR
6579,Jonas Valančiūnas,C,62,23.9,2013TOR
6580,Alan Anderson,SF,65,23.0,2013TOR
6581,Landry Fields,SF,51,20.3,2013TOR
6582,Mickaël Piétrus,SF,19,20.3,2013TOR
6583,Linas Kleiza,SF,20,18.8,2013TOR
6584,Terrence Ross,SG,73,17.0,2013TOR
6585,Dominic McGuire,SF,15,15.3,2013TOR
6586,Sebastian Telfair,PG,13,14.2,2013TOR
6587,John Lucas III,PG,63,13.1,2013TOR
6588,Aaron Gray,C,42,12.2,2013TOR
6589,Quincy Acy,PF,29,11.8,2013TOR
6590,Team Totals,,82,243.7,2013TOR
6591,Anderson Varejão,C,25,36.0,2013CLE
6592,Kyrie Irving,PG,59,34.7,2013CLE
6593,Tristan Thompson,PF,82,31.3,2013CLE
6594,Alonzo Gee,SF,82,31.0,2013CLE
6595,Dion Waiters,SG,61,28.8,2013CLE
6596,Tyler Zeller,C,77,26.4,2013CLE
6597,Wayne Ellington,SG,38,25.9,2013CLE
6598,Shaun Livingston,PG,49,23.2,2013CLE
6599,C.J. Miles,SF,65,21.0,2013CLE
6600,Daniel Gibson,PG,46,20.0,2013CLE
6601,Marreese Speights,C,39,18.5,2013CLE
6602,Jeremy Pargo,PG,25,17.9,2013CLE
6603,Luke Walton,PF,50,17.1,2013CLE
6604,Donald Sloan,SG,20,12.9,2013CLE
6605,Omri Casspi,SF,43,11.7,2013CLE
6606,Chris Quinn,SG,7,11.1,2013CLE
6607,Samardo Samuels,C,18,10.9,2013CLE
6608,Kevin Jones,PF,32,10.4,2013CLE
6609,Jon Leuer,C,9,10.1,2013CLE
6610,Team Totals,,82,240.6,2013CLE
6611,Tobias Harris,PF,27,36.1,2013ORL
6612,Arron Afflalo,SF,64,36.0,2013ORL
6613,Jameer Nelson,PG,56,35.3,2013ORL
6614,Nikola Vučević,C,77,33.2,2013ORL
6615,JJ Redick,SG,50,31.5,2013ORL
6616,Glen Davis,PF,34,31.3,2013ORL
6617,Beno Udrih,PG,27,27.3,2013ORL
6618,Maurice Harkless,SF,76,26.0,2013ORL
6619,E'Twaun Moore,SG,75,22.4,2013ORL
6620,Hedo Türkoğlu,SF,11,17.2,2013ORL
6621,Josh McRoberts,PF,41,16.7,2013ORL
6622,Andrew Nicholson,PF,75,16.7,2013ORL
6623,Gustavo Ayón,C,43,13.3,2013ORL
6624,DeQuan Jones,SF,63,12.7,2013ORL
6625,Doron Lamb,SG,24,12.4,2013ORL
6626,Al Harrington,C,10,11.9,2013ORL
6627,Kyle O'Quinn,C,57,11.2,2013ORL
6628,Ish Smith,PG,36,10.5,2013ORL
6629,Team Totals,,82,241.2,2013ORL
6630,Goran Dragić,PG,77,33.5,2013PHO
6631,Marcin Gortat,C,61,30.8,2013PHO
6632,Jared Dudley,SF,79,27.5,2013PHO
6633,Luis Scola,PF,82,26.6,2013PHO
6634,P.J. Tucker,SG,79,24.2,2013PHO
6635,Shannon Brown,SG,59,23.8,2013PHO
6636,Markieff Morris,PF,82,22.4,2013PHO
6637,Michael Beasley,SF,75,20.7,2013PHO
6638,Wesley Johnson,SF,50,19.1,2013PHO
6639,Jermaine O'Neal,C,55,18.7,2013PHO
6640,Sebastian Telfair,PG,46,17.3,2013PHO
6641,Marcus Morris,SF,23,16.1,2013PHO
6642,Kendall Marshall,PG,48,14.6,2013PHO
6643,Hamed Haddadi,C,17,13.8,2013PHO
6644,Diante Garrett,PG,19,7.8,2013PHO
6645,Luke Zeller,C,16,3.6,2013PHO
6646,Team Totals,,82,241.5,2013PHO
6647,Andre Iguodala,SG,80,34.7,2013DEN
6648,Ty Lawson,PG,73,34.4,2013DEN
6649,Danilo Gallinari,SF,71,32.5,2013DEN
6650,Kenneth Faried,PF,80,28.1,2013DEN
6651,Andre Miller,PG,82,26.2,2013DEN
6652,Wilson Chandler,PF,43,25.1,2013DEN
6653,Corey Brewer,SF,82,24.4,2013DEN
6654,Kosta Koufos,C,81,22.4,2013DEN
6655,JaVale McGee,C,79,18.1,2013DEN
6656,Evan Fournier,SG,38,11.3,2013DEN
6657,Jordan Hamilton,SF,40,9.9,2013DEN
6658,Timofey Mozgov,C,41,8.9,2013DEN
6659,Anthony Randolph,PF,39,8.4,2013DEN
6660,Julyan Stone,PG,4,7.0,2013DEN
6661,Quincy Miller,PF,7,3.7,2013DEN
6662,Team Totals,,82,242.7,2013DEN
6663,James Harden,SG,78,38.3,2013HOU
6664,Chandler Parsons,SF,76,36.3,2013HOU
6665,Jeremy Lin,PG,82,32.2,2013HOU
6666,Ömer Aşık,C,82,30.0,2013HOU
6667,Patrick Patterson,PF,47,25.9,2013HOU
6668,Carlos Delfino,SF,67,25.2,2013HOU
6669,Marcus Morris,PF,54,21.4,2013HOU
6670,Toney Douglas,PG,49,18.6,2013HOU
6671,Francisco García,SF,18,17.7,2013HOU
6672,Patrick Beverley,PG,41,17.4,2013HOU
6673,Greg Smith,C,70,15.9,2013HOU
6674,Terrence Jones,PF,19,14.5,2013HOU
6675,Thomas Robinson,PF,19,13.0,2013HOU
6676,Donatas Motiejūnas,PF,44,12.2,2013HOU
6677,James Anderson,SG,29,10.6,2013HOU
6678,Daequan Cook,SG,16,10.3,2013HOU
6679,Cole Aldrich,C,30,7.1,2013HOU
6680,Aaron Brooks,PG,7,5.4,2013HOU
6681,Tim Ohlbrecht,C,3,4.0,2013HOU
6682,Scott Machado,PG,6,3.5,2013HOU
6683,Team Totals,,82,241.2,2013HOU
6684,Kevin Love,PF,18,34.3,2013MIN
6685,Andrei Kirilenko,SF,64,31.8,2013MIN
6686,Nikola Peković,C,62,31.6,2013MIN
6687,Luke Ridnour,SG,82,30.2,2013MIN
6688,Ricky Rubio,PG,57,29.7,2013MIN
6689,Dante Cunningham,PF,80,25.1,2013MIN
6690,Derrick Williams,PF,78,24.6,2013MIN
6691,Brandon Roy,SG,5,24.4,2013MIN
6692,Alexey Shved,SG,77,23.9,2013MIN
6693,J.J. Barea,PG,74,23.1,2013MIN
6694,Chase Budinger,SF,23,22.1,2013MIN
6695,Josh Howard,SF,11,18.8,2013MIN
6696,Malcolm Lee,SG,16,18.1,2013MIN
6697,Mickaël Gelabale,SF,36,17.9,2013MIN
6698,Greg Stiemsma,C,76,15.9,2013MIN
6699,Chris Johnson,C,30,9.5,2013MIN
6700,Lou Amundson,PF,20,8.1,2013MIN
6701,Lazar Hayward,SF,4,7.8,2013MIN
6702,Will Conroy,PG,4,5.0,2013MIN
6703,Team Totals,,82,240.6,2013MIN
6704,Tony Parker,PG,66,32.9,2013SAS
6705,Kawhi Leonard,SF,58,31.2,2013SAS
6706,Tim Duncan,C,69,30.1,2013SAS
6707,Danny Green,SG,80,27.5,2013SAS
6708,Tiago Splitter,PF,81,24.7,2013SAS
6709,Manu Ginóbili,SG,60,23.2,2013SAS
6710,Boris Diaw,PF,75,22.8,2013SAS
6711,Gary Neal,SG,68,21.8,2013SAS
6712,Stephen Jackson,SF,55,19.5,2013SAS
6713,DeJuan Blair,PF,61,14.0,2013SAS
6714,Cory Joseph,PG,28,13.9,2013SAS
6715,Matt Bonner,PF,68,13.4,2013SAS
6716,Nando De Colo,SG,72,12.8,2013SAS
6717,Patty Mills,PG,58,11.3,2013SAS
6718,James Anderson,SF,10,9.4,2013SAS
6719,Aron Baynes,C,16,8.8,2013SAS
6720,Team Totals,,82,242.4,2013SAS
6721,Damian Lillard,PG,82,38.6,2013POR
6722,Nicolas Batum,SF,73,38.5,2013POR
6723,LaMarcus Aldridge,PF,74,37.7,2013POR
6724,Wesley Matthews,SG,69,34.8,2013POR
6725,J.J. Hickson,C,80,29.0,2013POR
6726,Eric Maynor,SG,27,21.2,2013POR
6727,Meyers Leonard,C,69,17.5,2013POR
6728,Victor Claver,SF,49,16.6,2013POR
6729,Sasha Pavlović,SG,39,13.5,2013POR
6730,Ronnie Price,PG,39,13.1,2013POR
6731,Will Barton,SG,73,12.2,2013POR
6732,Luke Babbitt,PF,62,11.8,2013POR
6733,Joel Freeland,PF,51,9.4,2013POR
6734,Jared Jeffries,PF,38,9.2,2013POR
6735,Nolan Smith,PG,40,7.2,2013POR
6736,Team Totals,,82,242.1,2013POR
6737,Tyreke Evans,SG,65,31.0,2013SAC
6738,DeMarcus Cousins,C,75,30.5,2013SAC
6739,John Salmons,SF,76,30.0,2013SAC
6740,Jason Thompson,PF,82,27.9,2013SAC
6741,Isaiah Thomas,PG,79,26.9,2013SAC
6742,Marcus Thornton,SG,72,24.0,2013SAC
6743,Patrick Patterson,PF,24,23.2,2013SAC
6744,Aaron Brooks,PG,46,20.8,2013SAC
6745,Francisco García,SG,40,17.8,2013SAC
6746,Toney Douglas,PG,22,17.1,2013SAC
6747,James Johnson,SF,54,16.3,2013SAC
6748,Chuck Hayes,C,74,16.3,2013SAC
6749,Thomas Robinson,PF,51,15.9,2013SAC
6750,Jimmer Fredette,SG,69,14.0,2013SAC
6751,Travis Outlaw,SF,38,11.7,2013SAC
6752,Cole Aldrich,C,15,11.7,2013SAC
6753,Tyler Honeycutt,SF,9,3.6,2013SAC
6754,Team Totals,,82,241.8,2013SAC
6755,Greg Monroe,C,81,33.2,2013DET
6756,Tayshaun Prince,SF,45,32.4,2013DET
6757,José Calderón,PG,28,31.7,2013DET
6758,Brandon Knight,PG,75,31.5,2013DET
6759,Rodney Stuckey,SG,76,28.6,2013DET
6760,Kyle Singler,SF,82,28.0,2013DET
6761,Jason Maxiell,PF,72,24.8,2013DET
6762,Andre Drummond,C,60,20.7,2013DET
6763,Will Bynum,PG,65,18.8,2013DET
6764,Jonas Jerebko,PF,49,18.2,2013DET
6765,Khris Middleton,SG,27,17.6,2013DET
6766,Charlie Villanueva,PF,69,15.8,2013DET
6767,Austin Daye,SF,24,14.5,2013DET
6768,Corey Maggette,SF,18,14.3,2013DET
6769,Kim English,SG,41,9.9,2013DET
6770,Viacheslav Kravtsov,C,25,9.0,2013DET
6771,Team Totals,,82,241.5,2013DET
6772,O.J. Mayo,SG,82,35.5,2013DAL
6773,Dirk Nowitzki,PF,53,31.3,2013DAL
6774,Shawn Marion,PF,67,30.0,2013DAL
6775,Darren Collison,PG,81,29.3,2013DAL
6776,Vince Carter,SF,81,25.8,2013DAL
6777,Derek Fisher,PG,9,25.4,2013DAL
6778,Elton Brand,C,72,21.2,2013DAL
6779,Chris Kaman,C,66,20.7,2013DAL
6780,Mike James,PG,45,19.2,2013DAL
6781,Troy Murphy,PF,14,18.3,2013DAL
6782,Brandan Wright,C,64,18.0,2013DAL
6783,Jae Crowder,SF,78,17.3,2013DAL
6784,Dahntay Jones,SF,50,12.7,2013DAL
6785,Eddy Curry,C,2,12.5,2013DAL
6786,Rodrigue Beaubois,PG,45,12.2,2013DAL
6787,Dominique Jones,PG,29,11.7,2013DAL
6788,Chris Douglas-Roberts,SG,6,10.5,2013DAL
6789,Bernard James,C,46,9.9,2013DAL
6790,Anthony Morrow,SG,17,4.8,2013DAL
6791,Jared Cunningham,SG,8,3.3,2013DAL
6792,Josh Akognon,PG,3,3.0,2013DAL
6793,Justin Dentmon,PG,2,2.0,2013DAL
6794,Chris Wright,SG,3,1.3,2013DAL
6795,Team Totals,,82,243.7,2013DAL
6796,Kobe Bryant,SG,78,38.6,2013LAL
6797,Dwight Howard,C,76,35.8,2013LAL
6798,Pau Gasol,PF,49,33.8,2013LAL
6799,Metta World Peace,SF,75,33.7,2013LAL
6800,Steve Nash,PG,50,32.5,2013LAL
6801,Steve Blake,PG,45,26.1,2013LAL
6802,Earl Clark,PF,59,23.1,2013LAL
6803,Antawn Jamison,PF,76,21.5,2013LAL
6804,Jodie Meeks,SG,78,21.3,2013LAL
6805,Chris Duhon,PG,46,17.8,2013LAL
6806,Jordan Hill,PF,29,15.8,2013LAL
6807,Darius Morris,PG,48,14.2,2013LAL
6808,Devin Ebanks,SF,19,10.4,2013LAL
6809,Robert Sacre,C,32,6.3,2013LAL
6810,Andrew Goudelock,SG,1,6.0,2013LAL
6811,Darius Johnson-Odom,SG,4,1.5,2013LAL
6812,Team Totals,,82,240.9,2013LAL
6813,Chris Paul,PG,70,33.4,2013LAC
6814,Blake Griffin,PF,80,32.5,2013LAC
6815,Jamal Crawford,SG,76,29.3,2013LAC
6816,Matt Barnes,SF,80,25.7,2013LAC
6817,DeAndre Jordan,C,82,24.5,2013LAC
6818,Caron Butler,SF,78,24.1,2013LAC
6819,Eric Bledsoe,PG,76,20.4,2013LAC
6820,Lamar Odom,PF,82,19.7,2013LAC
6821,Chauncey Billups,SG,22,19.0,2013LAC
6822,Willie Green,SG,72,16.5,2013LAC
6823,Grant Hill,SF,29,15.1,2013LAC
6824,Ryan Hollins,C,60,11.1,2013LAC
6825,Ronny Turiaf,C,65,10.8,2013LAC
6826,Maalik Wayns,PG,6,6.2,2013LAC
6827,DaJuan Summers,PF,2,3.5,2013LAC
6828,Team Totals,,82,240.6,2013LAC
6829,Al Jefferson,C,78,33.1,2013UTA
6830,Mo Williams,PG,46,30.8,2013UTA
6831,Paul Millsap,PF,78,30.4,2013UTA
6832,Gordon Hayward,SF,72,29.2,2013UTA
6833,Randy Foye,SG,82,27.4,2013UTA
6834,Marvin Williams,SF,73,23.7,2013UTA
6835,Derrick Favors,PF,77,23.2,2013UTA
6836,Jamaal Tinsley,PG,66,18.5,2013UTA
6837,Alec Burks,SG,64,17.8,2013UTA
6838,Earl Watson,PG,48,17.3,2013UTA
6839,DeMarre Carroll,SF,66,16.8,2013UTA
6840,Enes Freedom,C,70,15.4,2013UTA
6841,Jeremy Evans,PF,37,5.8,2013UTA
6842,Kevin Murphy,SG,17,3.1,2013UTA
6843,Team Totals,,82,242.4,2013UTA
